,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
301,23,Thompson Villages,Ashley,Roberts,0,Son,NA,Male,Child,None,NA
302,24,Thompson Villages,Jasmine,Day,38,Head,Single,Female,Museum/gallery curator,None,None
303,24,Thompson Villages,Gregory,Lynch,33,None,Single,Male,"Teacher, early years/pre",None,Methodist
304,24,Thompson Villages,Gemma,Stephenson,33,None,Single,Female,"Geneticist, molecular",None,Catholic
305,24,Thompson Villages,Clifford,Hall,30,None,Single,Male,Farm manager,None,Christian
306,25,Thompson Villages,Brenda,Anderson,34,Head,Divorced,Female,Armed forces logistics/support/administrative officer,None,Methodist
307,25,Thompson Villages,Marion,Evans,50,Lodger,Single,Female,"Producer, radio",None,Christian
308,25,Thompson Villages,Liam,Khan,47,Lodger,Single,Male,Psychotherapist,None,Christian
309,25,Thompson Villages,Neil,Howells,24,Sibling,Single,male,Data scientist,None,Christian
310,26,Thompson Villages,Gillian,Stokes,38,Head,Married,Female,Research scientist (physical sciences),None,None
311,26,Thompson Villages,Alex,Stokes,41,Husband,Married,Male,"Copywriter, advertising",None,None
312,26,Thompson Villages,Mohammed,Stokes,2,Son,NA,Male,Child,None,NA
313,26,Thompson Villages,Charles,Pearce,47,Lodger,Divorced,Male,Theatre manager,None,None
314,27,Thompson Villages,Christine,Francis,23,Head,Married,Female,Clinical psychologist,None,None
315,27,Thompson Villages,Dean,Francis,28,Husband,Married,Male,Energy manager,None,None
316,27,Thompson Villages,Bradley,Hart,26,Lodger,Single,Male,Unemployed,None,None
317,27,Thompson Villages,Alexandra,Taylor,62,Lodger,Single,Female,"Exhibitions officer, museum/gallery",None,Christian
318,28,Thompson Villages,Aimee,Smith,34,Head,Divorced,Female,Unemployed,None,Catholic
319,28,Thompson Villages,Conor,Smith,5,Son,NA,Male,Student,None,NA
320,29,Thompson Villages,Clive,Jones,38,Head,Married,Male,Systems developer,None,None
321,29,Thompson Villages,Michelle,Jones,36,Wife,Married,Female,Unemployed,None,None
322,29,Thompson Villages,Sara,Martin-Jones,12,Daughter,NA,Female,Student,None,NA
323,29,Thompson Villages,Elizabeth,Martin-Jones,8,Daughter,NA,Female,Student,None,NA
324,29,Thompson Villages,Shane,Martin-Jones,7,Son,NA,Male,Student,None,NA
325,29,Thompson Villages,Vanessa,Martin-Jones,7,Daughter,NA,Female,Student,None,NA
326,30,Thompson Villages,Lindsey,Jones,45,Head,Single,Female,Visual merchandiser,None,Methodist
327,31,Thompson Villages,Lynn,Hussain,25,Head,Divorced,Female,Insurance broker,None,None
328,31,Thompson Villages,Amy,Johnston,29,Lodger,Single,Female,Garment/textile technologist,None,Catholic
329,31,Thompson Villages,Adrian,Taylor,25,Visitor,Single,Male,Printmaker,None,Catholic
330,31,Thompson Villages,Kelly,Walker,52,Sibling,Single,Female,Health promotion specialist,None,Christian
331,31,Thompson Villages,Mitchell,Lawrence,43,Lodger,Single,Male,Licensed conveyancer,None,Catholic
332,31,Thompson Villages,Melanie,Clark,43,Sibling,Single,Female,"Education officer, community", ,Catholic
333,32,Thompson Villages,Laura,Kelly,27,Head,Single,Female,Further education lecturer,None,None
334,33,Thompson Villages,Terence,Cameron,103,Head,Widowed,Male,Unemployed,None,Methodist
335,34,Thompson Villages,Beth,Tomlinson,37,Head,Married,Female,"Therapist, sports",None,Catholic
336,34,Thompson Villages,Tom,Tomlinson,39,Husband,Married,Male,Investment analyst,None,Catholic
337,34,Thompson Villages,Julia,Tomlinson,10,Daughter,NA,Female,Student,None,NA
338,34,Thompson Villages,Mohammed,Tomlinson,6,Son,NA,Male,Student,None,NA
339,35,Thompson Villages,Sara,Atkinson,35,Head,Single,Female,"Psychologist, sport and exercise",None,None
340,35,Thompson Villages,Carl,Turner,37,Partner,Single,Male,Unemployed,None,None
341,35,Thompson Villages,Ronald,Atkinson,6,Son,NA,M,Student,None,NA
342,35,Thompson Villages,Marian,Atkinson,5,Daughter,NA,Female,Student,None,NA
343,35,Thompson Villages,Lee,Atkinson,2,Son,NA,Male,Child,None,NA
344,35,Thompson Villages,Marian,Booth,28,Cousin,Single,Female,Town planner,None,Muslim
345,36,Thompson Villages,Lynda,Mason,29,Head,Divorced,Female,Unemployed,None,None
346,36,Thompson Villages,Amy,Mason,0,Daughter,NA,Female,Child,None,NA
347,36,Thompson Villages,Kimberley,Mason,0,Daughter,NA,Female,Child,None,NA
348,37,Thompson Villages,Elizabeth,Walker,42,Head,Single,Female,Unemployed,None,Catholic
349,37,Thompson Villages,Thomas,Walker,8,Son,NA,Male,Student,None,NA
350,37,Thompson Villages,Jodie,Walker,4,Daughter,NA,Female,Child,None,NA
351,37,Thompson Villages,Peter,Walker,0,Son,NA,Male,Child,None,NA
352,38,Thompson Villages,Georgia,Watson,72,Head,Widowed,Female,Retired Copy,None,None
353,39,Thompson Villages,Barry,Cooke,98,Head,Divorced,Male,Retired Surgeon,None,None
354,40,Thompson Villages,Jasmine,Higgins,41,Head,Single,Female,Hotel manager,None,None
355,40,Thompson Villages,Fiona,Higgins,16,Daughter,NA,Female,Student,None,NA
356,40,Thompson Villages,Eric,Higgins,10,Son,NA,Male,Student,None,NA
357,40,Thompson Villages,Rachael,Higgins,9,Daughter,NA,Female,Student,None,NA
358,41,Thompson Villages,Ellie,Armstrong,59,Head,Married,Female,"Surveyor, minerals",None,Catholic
359,41,Thompson Villages,Justin,Armstrong,58,Husband,Married,Male,Dealer,None,None
360,42,Thompson Villages,Lee,Carter,53,Head,Single,male,Surgeon,None,Christian
361,42,Thompson Villages,Simon,Carter,22,Son,Single,Male,University Student,None,Christian
362,42,Thompson Villages,Nicholas,Carter,20,Son,Divorced,Male,University Student,None,Christian
363,43,Thompson Villages,Leah,King,55,Head,Married,Female,"Scientist, audiological",None,None
364,43,Thompson Villages,Scott,King,57,Husband,Married,Male,Geophysical data processor,None,Christian
365,43,Thompson Villages,Sylvia,King,18,Daughter,Single,Female,Student,None,None
366,43,Thompson Villages,Christian,King,14,Son,NA,Male,Student,None,NA
367,43,Thompson Villages,Graeme,King,11,Son,NA,Male,Student,None,NA
368,43,Thompson Villages,Kathleen,King,7,Daughter,NA,Female,Student,None,NA
369,44,Thompson Villages,Victor,Matthews,35,Head,Divorced,Male,Horticultural consultant,None,Christian
370,44,Thompson Villages,Tom,Matthews,8,Son,NA,Male,Student,None,NA
371,44,Thompson Villages,Frank,Matthews,5,Son,NA,Male,Student,None,NA
372,44,Thompson Villages,Carolyn,Matthews,4,Daughter,NA,Female,Child,None,NA
373,45,Thompson Villages,Andrea,Harding,23,Head,Single,Female,"Surveyor, minerals",None,Methodist
374,45,Thompson Villages,Ricky,Robinson,25,Partner,Single,Male,Glass blower/designer,None,None
375,45,Thompson Villages,Josh,Harding,3,Son,NA,Male,Child,None,NA
376,45,Thompson Villages,Peter,Harding,2,Son,NA,Male,Child,None,NA
377,46,Thompson Villages,Grace,Wood,44,Head,Single,Female,Archivist,None,Christian
378,46,Thompson Villages,Kate,Bevan,24,None,Single,Female,Occupational therapist,None,None
379,46,Thompson Villages,Rosie,Baxter,35,None,Single,Female,Applications developer,None,None
380,46,Thompson Villages,Julian,Hunt,23,None,Single,Male,Restaurant manager,None,None
381,46,Thompson Villages,Joseph,Watts,20,None,Single,Male,University Student,None,None
382,1,Violet Street,Charles,Naylor,68,Head,Widowed,Male,Retired Community arts worker,None,Christian
383,1,Violet Street,Melanie,Mason,22,Granddaughter,Single,Female,University Student,None,None
384,1,Violet Street,Amy,Mason,19,Granddaughter,Single,Female,University Student,None,Christian
385,2,Violet Street,Paula,Hale,47,Head,Married,Female,Advertising art director,None,Methodist
386,2,Violet Street,Jake,Hale,48,Husband,Married,Male,Haematologist,None,Methodist
387,2,Violet Street,Leslie,Hale,26,Son,Divorced,Male,Legal executive,None,Methodist
388,3,Violet Street,Molly,Barber,57,Head,Married,Female,Wellsite geologist,None,Methodist
389,3,Violet Street,Henry,Barber,61,Husband,Married,Male,"Doctor, general practice",None,Methodist
390,3,Violet Street,Zoe,Barber,34,Daughter,Single,Female,Horticultural consultant,None,Methodist
391,3,Violet Street,Leanne,Barber,30,Daughter,Single,Female,"Engineer, aeronautical",None,Methodist
392,3,Violet Street,Terry,Barber,26,Son,Single,Male,Broadcast presenter,None,Methodist
393,4,Violet Street,Andrea,Yates,29,Head,Divorced,Female,Sports development officer,None,None
394,4,Violet Street,Leah,Yates,1,Daughter,NA,Female,Child,None,NA
395,4,Violet Street,Ellie,Yates,0,Daughter,NA,Female,Child,None,NA
396,4,Violet Street,Hugh,Gibbs-Yates,0,Son,NA,Male,Child,None,NA
397,5,Violet Street,Kerry,Chan,29,Head,Single,Female,Unemployed,None,None
398,5,Violet Street,Roger,Wilson-Chan,9,Son,NA,Male,Student,None,NA
399,5,Violet Street,Stephanie,Wilson-Chan,7,Daughter,NA,Female,Student,None,NA
400,6,Violet Street,Leslie,Stewart,40,Head,Single,Male,Animator,None,Christian
401,6,Violet Street,Hilary,Stewart,9,Daughter,NA,Female,Student,None,NA
402,7,Violet Street,Chloe,Harding,55,Head,Single,Female,Diagnostic radiographer,Unknown Infection,Christian
403,7,Violet Street,Holly,Smith,45,None,Single,F,Community pharmacist,None,None
404,7,Violet Street,Martyn,Sharp,48,None,Single,Male,Historic buildings inspector/conservation officer,None,Christian
405,7,Violet Street,Douglas,Lawrence,25,None,Single,Male,Tour manager,None,Methodist
406,8,Violet Street,Elaine,Warner,57,Head,Married,Female,"Biochemist, clinical",None,Christian
407,8,Violet Street,Nathan,Warner,58,Husband,Married,Male,Audiological scientist,None,Christian
408,8,Violet Street,Annette,Warner,34,Daughter,Divorced,Female,Energy engineer,None,Christian
409,8,Violet Street,Neil,Warner,30,Son,Divorced,Male,Maintenance engineer,None,None
410,8,Violet Street,Gerald,Warner,2,Son,NA,Male,Child,None,NA
411,9,Violet Street,Lesley,Dixon,44,Head,Married,Female,Best boy,None,Christian
412,9,Violet Street,Duncan,Dixon,46,Husband,Married,Male,Copy,None,None
413,9,Violet Street,Ricky,Dixon,16,Son,NA,Male,Student,None,NA
414,10,Violet Street,Kerry,Fuller,41,Head,Married,Female,Toxicologist,None,None
415,10,Violet Street,Lewis,Fuller,42,Husband,Married,Male,"Engineer, electrical",None,None
416,10,Violet Street,Clifford,Fuller,14,Son,NA,Male,Student,None,NA
417,11,Violet Street,Victoria,George,36,Head,Married,Female,Chartered accountant,None,Christian
418,11,Violet Street,Sam,George,39,Husband,Married,Male,"Editor, commissioning",None,None
419,11,Violet Street,Tony,George,6,Son,NA,Male,Student,None,NA
420,12,Violet Street,June,Barnes,78,Head,Married,Female,"Retired Engineer, structural",None,None
421,12,Violet Street,John,Barnes,82,Husband,Married,Male,Retired Farm manager,None,None
422,12,Violet Street,Joyce,Barnes,33,Daughter,Single,Female,Merchant navy officer,None,None
423,12,Violet Street,Julian,Barnes,30,Son,Single,m,Consulting civil engineer,None,None
424,12,Violet Street,Clive,Barnes,30,Son,Single,Male,Gaffer,None,None
425,13,Violet Street,Gillian,Butler,64,Head,Married,Female,Technical sales engineer,None,Catholic
426,13,Violet Street,Dale,Butler,64,Husband,Married,Male,Probation officer,None,Catholic
427,13,Violet Street,Christine,Adams,35,Daughter,Single,Female,Unemployed,None,None
428,13,Violet Street,Lynn,Adams,34,Daughter,Single,Female,Energy manager,None,Catholic
429,14,Violet Street,Sophie,Cunningham,49,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
430,14,Violet Street,Mohammed,Cunningham,46,Husband,Married,Male,Wellsite geologist,None,None
431,14,Violet Street,Anthony,Cunningham,16,Son,NA,Male,Student,None,NA
432,15,Violet Street,Mohammad,Thomas,60,Head,Married,male,Advertising account executive,None,Christian
433,15,Violet Street,Emma,Thomas,55,Wife,Married,Female,International aid/development worker,None,None
434,16,Violet Street,Leah,Smith,36,Head,Married,Female,Building surveyor,None,Christian
435,16,Violet Street,Elliot,Smith,41,Husband,Married,Male,Medical sales representative,None,Christian
436,16,Violet Street,Philip,Smith,1,Son,NA,Male,Child,None,NA
437,1,Lisbon Heights,Kevin,Simpson,57,Head,Divorced,Male,Warehouse manager,None,None
438,2,Lisbon Heights,Yvonne,Hammond,55,Head,Single,Female,Nutritional therapist,None,None
439,2,Lisbon Heights,Terry,Ellis,65,Partner,Single,Male,Theme park manager,None,None
440,3,Lisbon Heights,Stacey,Hooper,54,Head,Single,Female,"Education officer, environmental",None,Christian
441,3,Lisbon Heights,Danielle,Hughes,36,None,Single,Female,Analytical chemist,None,None
442,3,Lisbon Heights,Scott,Day,49,None,Single,Male,"Designer, textile",None,Christian
443,4,Lisbon Heights,Heather,Campbell,62,Head,Single,Female,Trade mark attorney,None,Christian
444,4,Lisbon Heights,Lauren,Campbell,39,Daughter,Single,Female,Statistician,None,None
445,5,Lisbon Heights,Shannon,Stevenson,52,Head,Married,Female,Retail manager,None,None
446,5,Lisbon Heights,Tom,Stevenson,53,Husband,Married,Male,Waste management officer,None,None
447,5,Lisbon Heights,Samuel,Stevenson,22,Son,Single,Male,University Student,None,None
448,5,Lisbon Heights,Cheryl,Stevenson,22,Daughter,Single,Female,University Student,None,None
449,6,Lisbon Heights,Joshua,Lloyd,39,Head,Single,Male,Patent attorney,None,None
450,1,Long Canyon,Donna,Wright,55,Head,Married,Female,Sub,None,None
451,1,Long Canyon,Joseph,Wright,57,Husband,Married,Male,Database administrator,None,None
452,1,Long Canyon,Declan,Wright,27,Son,Single,Male,Chief of Staff,None,None
453,1,Long Canyon,Leah,Wright,25,Daughter,Single,Female,Charity officer,None,None
454,1,Long Canyon,Samantha,Wright,20,Daughter,Single,Female,University Student,None,None
455,1,Long Canyon,Callum,Wright,16,Son,NA,Male,Student,None,NA
456,2,Long Canyon,Conor,Jones,50,Head,Single,Male,Television/film/video producer,None,Christian
457,2,Long Canyon,Glen,Ahmed,18,Step-Son,Single,Male,Student,None,Christian
458,2,Long Canyon,Albert,Ahmed,18,Step-Son,Single,Male,Student,None,None
459,2,Long Canyon,Annette,Ahmed,17,Step-Daughter,NA,Female,Student,None,NA
460,2,Long Canyon,Anthony,Swift,14,Step-Son,NA,male,Student,None,NA
461,3,Long Canyon,Anna,Lewis,52,Head,Single,Female,"Psychologist, occupational",None,None
462,3,Long Canyon,Bruce,Perry,29,None,Single,Male,Research scientist (maths),None,Muslim
463,4,Long Canyon,Jade,Jones,49,Head,Single,Female,Management consultant,None,Christian
464,4,Long Canyon,Liam,Harding,51,Partner,Single,Male,Housing manager/officer,None,Christian
465,4,Long Canyon,Aaron,Jones,19,Son,Divorced,Male,University Student,None,Christian
466,4,Long Canyon,Amber,Jones,18,Daughter,Widowed,Female,Student,None,Christian
467,4,Long Canyon,Dominic,Jones,14,Son,NA,Male,Student,None,NA
468,5,Long Canyon,Caroline,James,38,Head,Married,Female,Chartered management accountant,None,None
469,5,Long Canyon,Shane,James,42,Husband,Married,Male,Environmental education officer,None,None
470,5,Long Canyon,Melissa,James,6,Daughter,NA,Female,Student,None,NA
471,6,Long Canyon,Mohammed,Walker,35,Head,Single,Male,Architectural technologist,None,None
472,6,Long Canyon,Ronald,Mitchell,20,None,Single,Male,University Student,None,Catholic
473,6,Long Canyon,Victor,Heath,37,None,Single,Male,Broadcast presenter,None,None
474,7,Long Canyon,Diane,Newman,56,Head,Married,Female,Astronomer,None,Catholic
475,7,Long Canyon,Kenneth,Newman,56,Husband,Married,Male,Actuary,None,None
476,7,Long Canyon,Hayley,Newman,18,Daughter,Divorced,Female,Student,None,None
477,7,Long Canyon,Lindsey,Newman,15,Daughter,NA,Female,Student,None,NA
478,8,Long Canyon,Damien,Williams,47,Head,Single,Male,Unemployed,None,Christian
479,8,Long Canyon,Keith,Williams,20,Son,Divorced,Male,University Student,None,None
480,8,Long Canyon,Gavin,Williams,18,Son,Single,Male,Student,None,None
481,8,Long Canyon,Ashley,Williams,13,Son,NA,Male,Student,None,NA
482,9,Long Canyon,Aimee,Robinson,42,Head,Married,Female,Training and development officer,None,None
483,9,Long Canyon,Callum,Robinson,45,Husband,M,Male,"Psychologist, prison and probation services",None,None
484,9,Long Canyon,Gerald,Robinson,7,Son,NA,Male,Student,None,NA
485,10,Long Canyon,Elliott,Lloyd,57,Head,Divorced,Male,Air broker,None,Methodist
486,10,Long Canyon,Samuel,Lloyd,10,Grandson,NA,Male,Student,None,NA
487,11,Long Canyon,Claire,Lloyd,66,Head,Married,Female,"Psychologist, educational",None,Catholic
488,11,Long Canyon,Nicole,Lloyd,69,Wife,Married,Female,Unemployed,None,Catholic
489,11,Long Canyon,Katy,Lloyd,33,Daughter,Single,Female,Immunologist,None,Catholic
490,11,Long Canyon,Richard,Lloyd,27,Son,Widowed,Male,Trade mark attorney,None,Catholic
491,11,Long Canyon,Alex,Lloyd,23,Son,Divorced,Male,Agricultural consultant,None,None
492,12,Long Canyon,Ronald,Harvey,69,Head,Married,Male,Retired Physiotherapist,None,Christian
493,12,Long Canyon,Denise,Harvey,68,Wife,Married,Female,Retired Air traffic controller,None,None
494,13,Long Canyon,Jennifer,Wilson,29,Head,Single,Female,English as a foreign language teacher,None,Christian
495,13,Long Canyon,Raymond,Green,29,Partner,Single,Male,Public relations officer,None,Christian
496,13,Long Canyon,Hayley,Wilson,12,Daughter,NA,Female,Student,None,NA
497,1,Waterloo Fort,Jason,Morgan,76,Head,Widowed,M,Retired Social researcher,None,None
498,2,Waterloo Fort,Shirley,Phillips,63,Head,Single,Female,"Surveyor, quantity",None,Methodist
499,2,Waterloo Fort,Charles,Hudson,65,Partner,Single,Male,Exercise physiologist,None,Methodist
500,2,Waterloo Fort,Pauline,Phillips,13,Daughter,NA,Female,Student,None,NA
501,3,Waterloo Fort,Grace,Kent,105,Head,Married,Female,Retired Media buyer,None,Catholic
502,3,Waterloo Fort,Rhys,Kent,108,Husband,Married,Male,Retired Sales executive,None,Catholic
503,4,Waterloo Fort,Eric,Bartlett,72,Head,Widowed,Male,Unemployed,None,Catholic
504,5,Waterloo Fort,Alexander,Jackson,70,Head,Married,Male,Retired Press photographer,None,Christian
505,5,Waterloo Fort,Kerry,Jackson,67,Wife,Married,Female,Operations geologist,None,Christian
506,6,Waterloo Fort,David,Gould,55,Head,Single,Male,"Teacher, early years/pre",None,Methodist
507,7,Waterloo Fort,Michael,Griffin,88,Head,Widowed,Male,Retired Industrial buyer,None,Methodist
508,8,Waterloo Fort,Marion,Burton,81,Head,Divorced,Female,Retired Camera operator,None,Methodist
509,8,Waterloo Fort,Julia,Burton,45,Daughter,Divorced,Female,"Social research officer, government",None,Methodist
510,9,Waterloo Fort,Alan,Cooper,21,Head,Single,Male,University Student,None,Muslim
511,1,Thedike Lane,Rhys,Collier,40,Head,Single,Male,"Designer, industrial/product",None,Christian
512,1,Thedike Lane,Natasha,Brown,38,None,Single,Female,Communications engineer,None,None
513,1,Thedike Lane,Henry,Harris,38,None,Single,Male,"Pharmacist, hospital",None,None
514,1,Thedike Lane,Lewis,Lewis,31,None,Single,Male,Theatre stage manager,None,None
